colnorm,k,lambda2,m_cand,method,mse_te,mse_te_const,mse_tr,nnz,r2_te,r2_tr,time_sec
l2,20,0.01,15000,greedy_schur_refit,0.15410049759359004,0.3827151786142501,0.1483450745097723,20,0.4669452466554449,0.6289294370508194,23.386563777923584
