colnorm,k,lambda2,m_cand,method,mse_te,mse_te_const,mse_tr,nnz,r2_te,r2_tr,time_sec
l2,20,0.01,10000,greedy_schur_refit,0.1548259306948443,0.3827151786142501,0.14843987905680595,20,0.46443587407783726,0.6286922928331623,18.945427894592285
