colnorm,iters,k,lambda2,m_cand,method,mse_te,mse_te_const,mse_tr,nnz,r2_te,r2_tr,time_sec
l2,,20,0.1,5000,greedy_schur_refit,0.21804654318690844,0.3827151786142501,0.20733264404243465,20,0.24574710587459458,0.4813778536509471,16.664331912994385
l2,10,20,0.1,,iht_niht_debias,0.27492933437039974,0.3827151786142501,0.2800460196567915,20,0.04898173069823941,0.2994925210079872,7.113859415054321
