colnorm,iters,k,lambda2,m_cand,method,mse_te,mse_te_const,mse_tr,nnz,r2_te,r2_tr,time_sec
l2,,20,1.0,5000,greedy_schur_refit,0.2584071314776159,0.3827151786142501,0.2591499393588191,20,0.10613429623341997,0.351762003531919,19.074257373809814
l2,10,20,1.0,,iht_niht_debias,0.2882263990254539,0.3827151786142501,0.2933738025809458,20,0.002985360598255271,0.26615438741053743,7.517171859741211
