colnorm,k,lambda2,m_cand,method,mse_te,mse_te_const,mse_tr,nnz,r2_te,r2_tr,time_sec
l2,20,0.01,1000,greedy_schur_refit,0.1560753912151464,0.3827151786142501,0.14811521395259408,20,0.4601138187966146,0.6295044105484823,8.319177865982056
