colnorm,k,lambda2,m_cand,method,mse_te,mse_te_const,mse_tr,nnz,r2_te,r2_tr,time_sec
l2,20,0.01,5000,greedy_schur_refit,0.15505563279471468,0.3827151786142501,0.1485722592219957,20,0.46364130301478945,0.6283611569152182,17.0095112323761
